canonical,metab_group,tissue,sex,comparison_group,logFC,adj_p_value,p_value,n_platform_entries,sex_label,sig_dot
Fumarate,TCA cycle,LIVER,male,8w,0.3175290583503333,1,0.0226523271161437,2,Male,
Fumarate,TCA cycle,LUNG,female,1w,-0.012368714230908198,1,0.373007791129207,2,Female,
Fumarate,TCA cycle,LUNG,female,2w,-0.1689311064737956,1,0.205251414747534,2,Female,
Fumarate,TCA cycle,LUNG,female,4w,-0.027854084390996903,1,0.384571827184412,2,Female,
Fumarate,TCA cycle,LUNG,female,8w,-0.025790059146032995,1,0.27135377154595,2,Female,
Fumarate,TCA cycle,LUNG,male,1w,-0.16217649586196348,1,0.256686882060473,2,Male,
Fumarate,TCA cycle,LUNG,male,2w,-0.1455424561981573,1,0.0716166467486277,2,Male,
Fumarate,TCA cycle,LUNG,male,4w,-0.19146586208154154,1,0.10961542342695,2,Male,
Fumarate,TCA cycle,LUNG,male,8w,-0.03794820280276073,1,0.673517160718676,2,Male,
Fumarate,TCA cycle,NA,female,1w,-0.894718314877185,0.939016104174496,0.00260160789773621,2,Female,
Fumarate,TCA cycle,NA,female,2w,-0.5451985605341401,1,0.0311179841435907,2,Female,
Fumarate,TCA cycle,NA,female,4w,-0.9475349160166535,0.929990056065068,0.00255529850806275,2,Female,
Fumarate,TCA cycle,NA,female,8w,-0.6662467527387645,1,0.00409126333453483,2,Female,
Fumarate,TCA cycle,NA,male,1w,-0.7126904346375524,1,0.00512998808470459,2,Male,
Fumarate,TCA cycle,NA,male,2w,-0.4559528708708495,1,0.0500827178478376,2,Male,
Fumarate,TCA cycle,NA,male,4w,-0.65957381420697,0.35545010878086,4.33611939959601e-4,2,Male,
Fumarate,TCA cycle,NA,male,8w,-0.6463571581877675,0.6719821416536,0.00137517213618005,2,Male,
Fumarate,TCA cycle,SKM-GN,female,1w,-0.23765396845834177,1,0.0351124346272817,2,Female,
Fumarate,TCA cycle,SKM-GN,female,2w,-0.3071907461919282,1,0.0165885906240468,2,Female,
Fumarate,TCA cycle,SKM-GN,female,4w,-0.21240134079393566,1,0.02783214032171,2,Female,
Fumarate,TCA cycle,SKM-GN,female,8w,0.13055081321690412,1,0.22835079763558,2,Female,
Fumarate,TCA cycle,SKM-GN,male,1w,-0.3352436318195681,0.959275856823323,0.00272193393189167,2,Male,
Fumarate,TCA cycle,SKM-GN,male,2w,-0.1537994072601976,1,0.065649135252874,2,Male,
Fumarate,TCA cycle,SKM-GN,male,4w,0.05850507184599116,1,0.447027307346144,2,Male,
Fumarate,TCA cycle,SKM-GN,male,8w,0.17136397109453405,1,0.090454624864912,2,Male,
Fumarate,TCA cycle,WAT-SC,female,1w,0.11897392954479602,1,0.143220437607227,2,Female,
Fumarate,TCA cycle,WAT-SC,female,2w,0.63840739232893,1,0.0147031179800377,2,Female,
Fumarate,TCA cycle,WAT-SC,female,4w,0.04418206486869635,1,0.858456536543439,2,Female,
Fumarate,TCA cycle,WAT-SC,female,8w,0.3701046066709895,1,0.17374989999649,2,Female,
Fumarate,TCA cycle,WAT-SC,male,1w,-0.2013695221773435,1,0.23923718744766,2,Male,
Fumarate,TCA cycle,WAT-SC,male,2w,-0.05896984541168505,1,0.737552694421969,2,Male,
Fumarate,TCA cycle,WAT-SC,male,4w,-0.6637333977688574,1,0.0116339629283424,2,Male,
Fumarate,TCA cycle,WAT-SC,male,8w,0.6104228073314065,1,0.125047795728443,2,Male,
Glucose,Glycolysis,BAT,female,1w,-0.07436892148075014,1,0.46854824183894,2,Female,
Glucose,Glycolysis,BAT,female,2w,-0.1315772139772743,1,0.527859437638722,2,Female,
Glucose,Glycolysis,BAT,female,4w,-0.277188780065655,1,0.260804747685913,2,Female,
Glucose,Glycolysis,BAT,female,8w,0.2797418269405465,1,0.110656122215239,2,Female,
Glucose,Glycolysis,BAT,male,1w,-0.215903511159594,1,0.198167315461585,2,Male,
Glucose,Glycolysis,BAT,male,2w,-0.2163446371611904,1,0.301784538786839,2,Male,
Glucose,Glycolysis,BAT,male,4w,-0.03506048408394999,1,0.409235114503314,2,Male,
Glucose,Glycolysis,BAT,male,8w,0.62175626573444,1,0.00897419675821932,2,Male,
Glucose,Glycolysis,HEART,female,1w,-0.175616509769696,1,0.234979222737271,2,Female,
Glucose,Glycolysis,HEART,female,2w,-0.3976273881159632,1,0.00546737719071025,2,Female,
Glucose,Glycolysis,HEART,female,4w,-0.2315253470943286,1,0.111378338823603,2,Female,
Glucose,Glycolysis,HEART,female,8w,-0.019535470047177504,1,0.519268225115527,2,Female,
Glucose,Glycolysis,HEART,male,1w,-0.256974863699229,1,0.0639022165845818,2,Male,
Glucose,Glycolysis,HEART,male,2w,-0.3927213200070645,1,0.0523890067488246,2,Male,
Glucose,Glycolysis,HEART,male,4w,-0.16292338289060398,1,0.377512329670051,2,Male,
Glucose,Glycolysis,HEART,male,8w,0.008995559363685492,1,0.447867384941289,2,Male,
Glucose,Glycolysis,HIPPOC,female,1w,-0.0327230352569208,1,0.773832572680049,1,Female,
Glucose,Glycolysis,HIPPOC,female,2w,0.0251559687734417,1,0.825090971729351,1,Female,
Glucose,Glycolysis,HIPPOC,female,4w,-0.128532326368032,1,0.293129085864653,1,Female,
Glucose,Glycolysis,HIPPOC,female,8w,-0.0700978558018699,1,0.539589045596808,1,Female,
Glucose,Glycolysis,HIPPOC,male,1w,-0.0638246061357268,1,0.527643384688081,1,Male,
Glucose,Glycolysis,HIPPOC,male,2w,-0.225238035972177,1,0.0336094925265343,1,Male,
Glucose,Glycolysis,HIPPOC,male,4w,-0.184482625397369,1,0.0769200383494989,1,Male,
Glucose,Glycolysis,HIPPOC,male,8w,0.126534134229939,1,0.216451663519403,1,Male,
Glucose,Glycolysis,KIDNEY,female,1w,0.213807607392337,1,0.348571781826246,2,Female,
Glucose,Glycolysis,KIDNEY,female,2w,-0.10690405086477,1,0.619583451136379,2,Female,
Glucose,Glycolysis,KIDNEY,female,4w,-0.0650025329991605,1,0.130139234417626,2,Female,
Glucose,Glycolysis,KIDNEY,female,8w,0.11382453888599099,1,0.286096861828943,2,Female,
Glucose,Glycolysis,KIDNEY,male,1w,0.2384714974352875,1,0.0223817670052937,2,Male,
Glucose,Glycolysis,KIDNEY,male,2w,-0.0097527215604196,1,0.781601265498435,2,Male,
Glucose,Glycolysis,KIDNEY,male,4w,0.20461015428687201,1,0.122962663744119,2,Male,
Glucose,Glycolysis,KIDNEY,male,8w,0.280855449046789,1,0.0551553344438872,2,Male,
Glucose,Glycolysis,LIVER,female,1w,0.22479953929374602,1,0.323080082844204,2,Female,
Glucose,Glycolysis,LIVER,female,2w,0.309697275048027,1,0.213147481980532,2,Female,
Glucose,Glycolysis,LIVER,female,4w,0.21601229763058105,1,0.129612595821288,2,Female,
Glucose,Glycolysis,LIVER,female,8w,0.1955588709489541,1,0.294977418314037,2,Female,
Glucose,Glycolysis,LIVER,male,1w,-0.21252427693247206,1,0.173248647102257,2,Male,
Glucose,Glycolysis,LIVER,male,2w,-0.2887912922073985,1,0.145872426759024,2,Male,
Glucose,Glycolysis,LIVER,male,4w,0.0501883458995177,1,0.7485209873223,2,Male,
Glucose,Glycolysis,LIVER,male,8w,-0.18218364641710416,1,0.159495769503164,2,Male,
Glucose,Glycolysis,LUNG,female,1w,-0.20597373970958252,1,0.249293318384784,2,Female,
Glucose,Glycolysis,LUNG,female,2w,0.5591283678007775,1,0.185210740094641,2,Female,
Glucose,Glycolysis,LUNG,female,4w,0.25735140969167947,1,0.0604157984772021,2,Female,
Glucose,Glycolysis,LUNG,female,8w,0.6917034820833895,1,0.0409682684672603,2,Female,
Glucose,Glycolysis,LUNG,male,1w,-0.028429702957224405,1,0.516629540892475,2,Male,
Glucose,Glycolysis,LUNG,male,2w,-0.410134801900308,1,0.311536139268381,2,Male,
Glucose,Glycolysis,LUNG,male,4w,0.3738905370330305,1,0.0430300485725499,2,Male,
Glucose,Glycolysis,LUNG,male,8w,-0.12999358560959767,1,0.486646195765551,2,Male,
Glucose,Glycolysis,NA,female,1w,0.22342036675642102,1,0.178430609394563,2,Female,
Glucose,Glycolysis,NA,female,2w,0.258594403974846,1,0.020342189990246302,2,Female,
Glucose,Glycolysis,NA,female,4w,0.399024881608976,1,0.0083153109701796,2,Female,
Glucose,Glycolysis,NA,female,8w,0.1722971583216914,1,0.25302622389415,2,Female,
Glucose,Glycolysis,NA,male,1w,-0.1002166429118609,1,0.31162565613883,2,Male,
Glucose,Glycolysis,NA,male,2w,0.08073199798369195,1,0.640565869008399,2,Male,
Glucose,Glycolysis,NA,male,4w,-0.1523392169869015,1,0.308665873382368,2,Male,
Glucose,Glycolysis,NA,male,8w,-0.2765329217802045,1,0.00903141464560525,2,Male,
Glucose,Glycolysis,SKM-GN,female,1w,-0.153254764347754,1,0.0764680873214742,2,Female,
Glucose,Glycolysis,SKM-GN,female,2w,-0.140744793497163,1,0.202484035140792,2,Female,
Glucose,Glycolysis,SKM-GN,female,4w,0.08283141419094875,1,0.475147456872739,2,Female,
Glucose,Glycolysis,SKM-GN,female,8w,-0.1408452030233231,1,0.0935623041291803,2,Female,
Glucose,Glycolysis,SKM-GN,male,1w,0.058323654768439204,1,0.476080332583906,2,Male,
Glucose,Glycolysis,SKM-GN,male,2w,0.0976187748862475,1,0.38127272285719,2,Male,
Glucose,Glycolysis,SKM-GN,male,4w,0.192350334940538,1,0.240640946153942,2,Male,
Glucose,Glycolysis,SKM-GN,male,8w,0.15130022276124472,1,0.0256139288936042,2,Male,
Glucose,Glycolysis,WAT-SC,female,1w,-0.15033548619113463,1,0.376310218475555,2,Female,
Glucose,Glycolysis,WAT-SC,female,2w,0.15347411269771824,1,0.196746359896838,2,Female,
Glucose,Glycolysis,WAT-SC,female,4w,0.46735672927287397,1,0.0566950718585313,2,Female,
Glucose,Glycolysis,WAT-SC,female,8w,-0.040716014568840844,1,0.790736042905745,2,Female,
Glucose,Glycolysis,WAT-SC,male,1w,0.1348295656596127,1,0.578557676583133,2,Male,
Glucose,Glycolysis,WAT-SC,male,2w,-0.0825430616260153,1,0.620338632204172,2,Male,
Glucose,Glycolysis,WAT-SC,male,4w,0.058090225347929,1,0.523492829306428,2,Male,
Glucose,Glycolysis,WAT-SC,male,8w,-0.438877353736033,1,0.0268993100485997,2,Male,
Isocitrate,TCA cycle,BAT,female,2w,0.339673916648463,1,0.0610920007322887,1,Female,
Isocitrate,TCA cycle,BAT,female,4w,-0.0454429423126745,1,0.836739456494018,1,Female,
Isocitrate,TCA cycle,BAT,female,8w,-0.0860214153292662,1,0.624588083174372,1,Female,
Isocitrate,TCA cycle,BAT,male,1w,0.221774297018737,1,0.348660398060827,1,Male,
Isocitrate,TCA cycle,BAT,male,2w,-0.00436480487395752,1,0.98071677090861,1,Male,
Isocitrate,TCA cycle,BAT,male,4w,-0.0937498171105116,1,0.605291293542154,1,Male,
Isocitrate,TCA cycle,HEART,female,1w,0.907791134746486,0.951675062137744,0.00267141210635094,1,Female,
Isocitrate,TCA cycle,HEART,female,2w,0.904079240056407,0.965283073742315,0.00276485175048517,1,Female,
Isocitrate,TCA cycle,HEART,female,4w,0.922555332086353,0.882038332862148,0.00232897853662765,1,Female,
Isocitrate,TCA cycle,HEART,female,8w,0.170968924647467,1,0.539713207428144,1,Female,
Isocitrate,TCA cycle,HEART,male,1w,1.17783840355121,0.0776148751282169,2.73461636239524e-5,1,Male,
Isocitrate,TCA cycle,HEART,male,2w,1.25351715446274,0.0474796048300391,1.17972751738952e-5,1,Male,●
Isocitrate,TCA cycle,HEART,male,4w,0.664562952709112,1,0.0077319770658816,1,Male,
Isocitrate,TCA cycle,HEART,male,8w,-0.303945011047177,1,0.196690834967122,1,Male,
Isocitrate,TCA cycle,HIPPOC,female,1w,-0.0694025246481402,1,0.717011303833813,1,Female,
Isocitrate,TCA cycle,HIPPOC,female,2w,0.0210788218263769,1,0.912183764259909,1,Female,
Isocitrate,TCA cycle,HIPPOC,female,4w,0.00846126187563812,1,0.961555587161663,1,Female,
Isocitrate,TCA cycle,HIPPOC,female,8w,-0.00421206732941837,1,0.979695046808262,1,Female,
Isocitrate,TCA cycle,HIPPOC,male,1w,-0.288421571761247,1,0.287585680010978,1,Male,
Isocitrate,TCA cycle,HIPPOC,male,2w,-0.0394228518932214,1,0.883070641464224,1,Male,
Isocitrate,TCA cycle,HIPPOC,male,4w,-0.212284453213957,1,0.431292167959621,1,Male,
Isocitrate,TCA cycle,HIPPOC,male,8w,-0.17105385498001,1,0.525047841744353,1,Male,
Isocitrate,TCA cycle,KIDNEY,female,1w,-0.352535121716035,1,0.158651836268232,1,Female,
Isocitrate,TCA cycle,KIDNEY,female,2w,-0.275780054211361,1,0.2668960368293,1,Female,
Isocitrate,TCA cycle,KIDNEY,female,4w,-0.949654401137268,0.401381707619851,5.39203449356527e-4,1,Female,
Isocitrate,TCA cycle,KIDNEY,female,8w,-0.464441313600986,1,0.0666492971657026,1,Female,
Isocitrate,TCA cycle,KIDNEY,male,1w,-0.169601071626721,1,0.346982702859449,1,Male,
Isocitrate,TCA cycle,KIDNEY,male,2w,-0.131864316555914,1,0.463059099100645,1,Male,
Isocitrate,TCA cycle,KIDNEY,male,4w,0.0964296080559821,1,0.590573750522678,1,Male,
Isocitrate,TCA cycle,KIDNEY,male,8w,0.0164306752605237,1,0.926748828715851,1,Male,
Isocitrate,TCA cycle,LIVER,female,1w,1.02003165217069,0.0279527675099332,5.20021265256176e-6,1,Female,●
Isocitrate,TCA cycle,LIVER,female,2w,0.662454645366134,0.695219433880769,0.00148114447201962,1,Female,
Isocitrate,TCA cycle,LIVER,female,4w,0.704095436124623,0.497745752825886,7.99688132913274e-4,1,Female,
Isocitrate,TCA cycle,LIVER,female,8w,-0.302274600413426,1,0.127261332910959,1,Female,
Isocitrate,TCA cycle,LIVER,male,1w,0.911925248742356,0.204483453965072,1.47387871431383e-4,1,Male,
Isocitrate,TCA cycle,LIVER,male,2w,1.03546852963636,0.08100399533601,2.97992464437662e-5,1,Male,
Isocitrate,TCA cycle,LIVER,male,4w,0.110321204319308,1,0.597020693594902,1,Male,
Isocitrate,TCA cycle,LIVER,male,8w,-0.161064575955302,1,0.441561224313715,1,Male,
Isocitrate,TCA cycle,LUNG,female,1w,0.401273728678496,1,0.00725174485125392,1,Female,
Isocitrate,TCA cycle,LUNG,female,2w,0.20172933094891,1,0.151458845172407,1,Female,
Isocitrate,TCA cycle,LUNG,female,4w,0.188155472361351,1,0.179641096285282,1,Female,
Isocitrate,TCA cycle,LUNG,female,8w,0.136936039520343,1,0.324160359199962,1,Female,
Isocitrate,TCA cycle,LUNG,male,1w,0.235052968362696,1,0.0972268056654403,1,Male,
Isocitrate,TCA cycle,LUNG,male,2w,0.0972045131654236,1,0.482177070373277,1,Male,
Isocitrate,TCA cycle,LUNG,male,4w,-0.249344149149595,1,0.0795869432978503,1,Male,
Isocitrate,TCA cycle,LUNG,male,8w,-0.0828802145692666,1,0.548439637508254,1,Male,
Isocitrate,TCA cycle,NA,female,1w,-0.207396332308378,1,0.343043078473785,1,Female,
Isocitrate,TCA cycle,NA,female,2w,0.0809639542716285,1,0.709043285630885,1,Female,
Isocitrate,TCA cycle,NA,female,4w,-0.449958782650115,1,0.0465298633891176,1,Female,
Isocitrate,TCA cycle,NA,female,8w,-0.355731239013813,1,0.110080075122769,1,Female,
Isocitrate,TCA cycle,NA,male,1w,-0.139684689983005,1,0.515402172758767,1,Male,
Isocitrate,TCA cycle,NA,male,2w,-0.151370609777852,1,0.481240191268232,1,Male,
Isocitrate,TCA cycle,NA,male,4w,0.176113244095022,1,0.413413268335986,1,Male,
Isocitrate,TCA cycle,NA,male,8w,-0.434967216497071,1,0.0509634185163635,1,Male,
Isocitrate,TCA cycle,SKM-GN,female,1w,-0.254926228946347,1,0.100406028485683,1,Female,
Isocitrate,TCA cycle,SKM-GN,female,2w,-0.282457015610181,1,0.0702688344560883,1,Female,
Isocitrate,TCA cycle,SKM-GN,female,4w,-0.34888735826548,1,0.0276682395176694,1,Female,
Isocitrate,TCA cycle,SKM-GN,female,8w,0.310791048550172,1,0.0477710291209524,1,Female,
Isocitrate,TCA cycle,SKM-GN,male,1w,-0.354823404374026,1,0.0202398324693065,1,Male,
Isocitrate,TCA cycle,SKM-GN,male,2w,-0.177700875067799,1,0.228753410893804,1,Male,
Isocitrate,TCA cycle,SKM-GN,male,4w,0.144678801182961,1,0.32512212555071,1,Male,
Isocitrate,TCA cycle,SKM-GN,male,8w,0.277835587288487,1,0.0643414380715024,1,Male,
Isocitrate,TCA cycle,WAT-SC,female,1w,0.387506305016415,1,0.123931746150647,1,Female,
Isocitrate,TCA cycle,WAT-SC,female,2w,0.679980431198217,1,0.00740809940464956,1,Female,
Isocitrate,TCA cycle,WAT-SC,female,4w,0.143648219657875,1,0.558738898872649,1,Female,
Isocitrate,TCA cycle,WAT-SC,female,8w,0.319203482591123,1,0.235121600230443,1,Female,
Isocitrate,TCA cycle,WAT-SC,male,1w,0.106817176582887,1,0.695814296907717,1,Male,
Isocitrate,TCA cycle,WAT-SC,male,2w,0.150182857616667,1,0.583050264690536,1,Male,
Isocitrate,TCA cycle,WAT-SC,male,4w,-0.366934783625339,1,0.185885107824814,1,Male,
Isocitrate,TCA cycle,WAT-SC,male,8w,0.151519520270347,1,0.601469935458921,1,Male,
Lactate,Lactate/Pyruvate,BAT,female,1w,-0.07361480651683384,1,0.700049464237529,2,Female,
Lactate,Lactate/Pyruvate,BAT,female,2w,0.011030176642515007,1,0.0874940979894688,3,Female,
Lactate,Lactate/Pyruvate,BAT,female,4w,-0.4993496691612177,1,0.0703338532154694,3,Female,
Lactate,Lactate/Pyruvate,BAT,female,8w,0.09128449926559401,1,0.0603225366282988,3,Female,
Lactate,Lactate/Pyruvate,BAT,male,1w,0.5319814639674487,1,0.00754261711162611,3,Male,
Lactate,Lactate/Pyruvate,BAT,male,2w,-0.27692559279976664,1,0.0466017320702729,3,Male,
Lactate,Lactate/Pyruvate,BAT,male,4w,-0.21521524821806803,1,0.164275327176095,3,Male,
Lactate,Lactate/Pyruvate,BAT,male,8w,-0.7572337436523745,0.86557061175705,0.00225038308499785,2,Male,
Lactate,Lactate/Pyruvate,HEART,female,1w,-1.0340755931838916,0.99561462775504594,0.00292340047891297,3,Female,
Lactate,Lactate/Pyruvate,HEART,female,2w,-1.092060007976255,1,0.00479574911316046,3,Female,
Lactate,Lactate/Pyruvate,HEART,female,4w,-0.5700632940657571,1,0.111994635060434,3,Female,
Lactate,Lactate/Pyruvate,HEART,female,8w,0.0202793569919339,1,0.746039955504246,3,Female,
Lactate,Lactate/Pyruvate,HEART,male,1w,-0.50553406042329,1,0.00872278191008281,3,Male,
Lactate,Lactate/Pyruvate,HEART,male,2w,-0.7592593487221957,0.5924165772027,0.00109225795465476,3,Male,
Lactate,Lactate/Pyruvate,HEART,male,4w,-0.4330579192969433,1,0.00633971534162267,3,Male,
Lactate,Lactate/Pyruvate,HEART,male,8w,0.013475467118644502,1,0.878920280946801,3,Male,
Lactate,Lactate/Pyruvate,HIPPOC,female,1w,-0.3978120228492212,1,0.0316746485311426,3,Female,
Lactate,Lactate/Pyruvate,HIPPOC,female,2w,-0.23699961449257465,1,0.0154906713706629,3,Female,
Lactate,Lactate/Pyruvate,HIPPOC,female,4w,-0.14425945634510814,1,0.118134122516705,3,Female,
Lactate,Lactate/Pyruvate,HIPPOC,female,8w,0.14103349269619622,1,0.118929629415081,3,Female,
Lactate,Lactate/Pyruvate,HIPPOC,male,1w,0.11188149744415367,1,0.0717604250893666,3,Male,
Lactate,Lactate/Pyruvate,HIPPOC,male,2w,0.13565599029927813,1,0.0418783526131909,3,Male,
Lactate,Lactate/Pyruvate,HIPPOC,male,4w,0.03640665374282067,1,0.0899120837977093,3,Male,
Lactate,Lactate/Pyruvate,HIPPOC,male,8w,0.07418323345581833,1,0.355500753207396,3,Male,
Lactate,Lactate/Pyruvate,KIDNEY,female,1w,0.025471238978498054,1,0.154229470264596,3,Female,
Lactate,Lactate/Pyruvate,KIDNEY,female,2w,-0.10441372298886643,1,0.251936222517838,3,Female,
Lactate,Lactate/Pyruvate,KIDNEY,female,4w,-0.14003072136902747,1,0.35932928548959,3,Female,
Lactate,Lactate/Pyruvate,KIDNEY,female,8w,0.021747271255804602,1,0.868737509958201,3,Female,
Lactate,Lactate/Pyruvate,KIDNEY,male,1w,0.1350703348153104,1,0.074342367480727,3,Male,
Lactate,Lactate/Pyruvate,KIDNEY,male,2w,-0.05844783668596347,1,0.581170895656386,3,Male,
Lactate,Lactate/Pyruvate,KIDNEY,male,4w,-0.10383559204898639,1,0.482434455469761,3,Male,
Lactate,Lactate/Pyruvate,KIDNEY,male,8w,0.1474454912502074,1,0.23505899780799,3,Male,
Lactate,Lactate/Pyruvate,LIVER,female,1w,0.376546512707235,1,0.100729785512358,3,Female,
Lactate,Lactate/Pyruvate,LIVER,female,2w,0.09687519400365988,1,0.606401501515416,3,Female,
Lactate,Lactate/Pyruvate,LIVER,female,4w,0.47395281574015435,1,0.0294464726491651,3,Female,
Lactate,Lactate/Pyruvate,LIVER,female,8w,0.47770606511947966,1,0.0674131147762357,3,Female,
Lactate,Lactate/Pyruvate,LIVER,male,1w,-0.17900897608545208,1,0.335730801294642,3,Male,
Lactate,Lactate/Pyruvate,LIVER,male,2w,-0.144577277919219,1,0.127015730756925,3,Male,
Lactate,Lactate/Pyruvate,LIVER,male,4w,-0.20294087002988617,1,0.333788537597884,3,Male,
Lactate,Lactate/Pyruvate,LIVER,male,8w,-0.16128176232416866,1,0.207779953219783,3,Male,
Lactate,Lactate/Pyruvate,LUNG,female,1w,0.26591724761546287,1,0.134537949243546,3,Female,
Lactate,Lactate/Pyruvate,LUNG,female,2w,-0.060853413898618265,1,0.5737537594323,3,Female,
Lactate,Lactate/Pyruvate,LUNG,female,4w,0.11444388115162982,1,0.270367579549233,3,Female,
Lactate,Lactate/Pyruvate,LUNG,female,8w,0.0472484367445722,1,0.370282044220878,3,Female,
Lactate,Lactate/Pyruvate,LUNG,male,1w,-0.17501046056645533,1,0.12546684081732,3,Male,
Lactate,Lactate/Pyruvate,LUNG,male,2w,-0.03139691235399091,1,0.120126849679544,3,Male,
Lactate,Lactate/Pyruvate,LUNG,male,4w,-0.290891927408808,1,0.0346934811149168,3,Male,
Lactate,Lactate/Pyruvate,LUNG,male,8w,0.13059612928505943,1,0.407931242818538,3,Male,
Lactate,Lactate/Pyruvate,NA,female,1w,-0.3851917052030517,1,0.0340131542050095,3,Female,
Lactate,Lactate/Pyruvate,NA,female,2w,-0.15930482890673303,1,0.243995643855309,3,Female,
Lactate,Lactate/Pyruvate,NA,female,4w,-0.12575106588373483,1,0.0540134909937322,3,Female,
Lactate,Lactate/Pyruvate,NA,female,8w,-0.04793437138436755,1,0.750663090210833,3,Female,
Lactate,Lactate/Pyruvate,NA,male,1w,-0.20309417118956039,1,0.119034288068786,3,Male,
Lactate,Lactate/Pyruvate,NA,male,2w,-0.17063482441107314,1,0.0301706194122927,3,Male,
Lactate,Lactate/Pyruvate,NA,male,4w,-0.08365932390476657,1,0.198211913649112,3,Male,
Lactate,Lactate/Pyruvate,NA,male,8w,-0.13107320914564993,1,0.133899944132028,3,Male,
Lactate,Lactate/Pyruvate,SKM-GN,female,1w,-0.036032423472498666,1,0.208820138861349,3,Female,
Lactate,Lactate/Pyruvate,SKM-GN,female,2w,0.01688790456149397,1,0.211510948986593,3,Female,
Lactate,Lactate/Pyruvate,SKM-GN,female,4w,-0.2587065088639073,1,0.156852852314221,3,Female,
Lactate,Lactate/Pyruvate,SKM-GN,female,8w,0.32858768324376186,1,0.144487851278664,3,Female,
Lactate,Lactate/Pyruvate,SKM-GN,male,1w,0.3054050172099224,1,0.141046342147561,3,Male,
Lactate,Lactate/Pyruvate,SKM-GN,male,2w,-0.05599271753611187,1,0.324735854344147,3,Male,
Lactate,Lactate/Pyruvate,SKM-GN,male,4w,0.3682144932945863,1,0.057374761720208,3,Male,
Lactate,Lactate/Pyruvate,SKM-GN,male,8w,-0.07848638035905582,1,0.0573989214449938,3,Male,
Lactate,Lactate/Pyruvate,WAT-SC,female,1w,-0.013828896633018997,1,0.262094242299049,3,Female,
Lactate,Lactate/Pyruvate,WAT-SC,female,2w,-0.22445770898211298,1,0.118702986329157,3,Female,
Lactate,Lactate/Pyruvate,WAT-SC,female,4w,-0.35789719483490967,1,0.0473245646082552,3,Female,
Lactate,Lactate/Pyruvate,WAT-SC,female,8w,-0.01606140890484934,1,0.232647497352984,3,Female,
Lactate,Lactate/Pyruvate,WAT-SC,male,1w,0.19069555968806667,1,0.117868954602294,3,Male,
Lactate,Lactate/Pyruvate,WAT-SC,male,2w,-0.08749212742453397,1,0.413234059178808,3,Male,
